Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,year,Juliday,month,ecosystems,total Soil respiration,soil temperature,soil MOSITURE (%WHC),Root respiration,Rh,Ecosystems,SPEI
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,4,Forests,0.94,,,,,3,1.105966543
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,5,Forests,2.28,,,,,3,-0.410327142
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,6,Forests,2.14,,,,,3,-0.373416501
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,7,Forests,3.14,,,,,3,0.656292106
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,8,Forests,7.44,,,,,3,-1.054801095
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,9,Forests,5.86,,,,,3,-1.234996365
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,10,Forests,3.45,,,,,3,-0.169935928
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,11,Forests,0.93,,,,,3,-0.302000863
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.742333,112.388306,1159,None,,,,Pinus tabuliformis Carri¨¨re,Temperate,Forest,Nautral,Deciduous,,weathered soil of granite,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,12,Forests,0.52,,,,,3,0.347456893
480,39826,14,Li,3,Q71,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,4,grassland,2.22,,,,,4,-2.083805586
480,39826,14,Li,4,Q72,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,5,grassland,2.58,,,,,4,0.347456893
480,39826,14,Li,5,Q73,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,6,grassland,3.15,,,,,4,-0.885185593
480,39826,14,Li,6,Q74,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,7,grassland,6.23,,,,,4,-1.329217203
480,39826,14,Li,7,Q75,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,8,grassland,9.47,,,,,4,-0.563234404
480,39826,14,Li,8,Q76,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,9,grassland,6.93,,,,,4,0.639740213
480,39826,14,Li,9,Q77,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,10,grassland,4.1,,,,,4,-1.083843218
480,39826,14,Li,10,Q78,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,11,grassland,1.14,,,,,4,-1.750889004
480,39826,14,Li,11,Q79,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,12,grassland,0.15,,,,,4,-1.122485156
480,39826,14,Li,12,Q80,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,3,grassland,0.45,,,,,4,-2.180415238
480,39826,14,Li,13,Q81,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,4,grassland,1.84,,,,,4,-0.944065821
480,39826,14,Li,14,Q82,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,5,grassland,3.35,,,,,4,1.105966543
480,39826,14,Li,15,Q83,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,6,grassland,3.62,,,,,4,-0.410327142
480,39826,14,Li,16,Q84,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,7,grassland,3.44,,,,,4,-0.373416501
480,39826,14,Li,17,Q85,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,8,grassland,5.2,,,,,4,0.656292106
480,39826,14,Li,18,Q86,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,9,grassland,5.29,,,,,4,-1.054801095
480,39826,14,Li,19,Q87,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,10,grassland,3.25,,,,,4,-1.234996365
480,39826,14,Li,20,Q88,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,11,grassland,0.9,,,,,4,-0.169935928
480,39826,14,Li,21,Q89,BBL,China,Shanxi,Tianlongshan ,,2005,2,37.738694,112.380389,1443,None,,,,Carex rigescens,Temperate,grassland,Nautral,Deciduous,,loessial soil,Dry,,,,,,9.5,473,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,12,grassland,0.6,,,,,4,-0.302000863
480,39826,27,Diao,3,Q18,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,6,grassland,2.425587218,12.14830454,7.575042738,0.808460679,1.624420771,4,-2.154388984
480,39826,27,Diao,3,Q19,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,7,grassland,4.981512815,19.9722404,14.68705307,1.353784022,3.629483504,4,1.004172734
480,39826,27,Diao,3,Q20,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,8,grassland,3.687470884,21.73945902,17.00702071,1.383668213,2.280762649,4,-1.285405577
480,39826,27,Diao,3,Q21,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,9,grassland,2.192569952,12.89670709,16.37202912,0.944401064,1.219079511,4,0.193134312
480,39826,27,Diao,3,Q22,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,5,grassland,2.111401148,10.29790006,19.1923201,0.874407606,1.049372696,4,-1.396951622
480,39826,27,Diao,3,Q23,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,6,grassland,3.566382841,17.18820591,13.79987401,1.888611352,1.663076403,4,-0.072562102
480,39826,27,Diao,3,Q24,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,7,grassland,3.926622675,17.73610872,15.59130565,2.210608765,1.713039382,4,-1.111030434
480,39826,27,Diao,3,Q25,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,8,grassland,3.024503037,14.74158237,17.18508964,1.682477456,1.581294207,4,-0.353031049
480,39826,27,Diao,3,Q26,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,9,grassland,1.607713505,7.794632574,10.80833355,0.72575772,1.190766576,4,1.008071912
480,39826,27,Diao,3,Q27,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,5,grassland,1.3554361,11.87356039,19.18048798,0.671922555,0.395190601,4,0.489626471
480,39826,27,Diao,3,Q28,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,6,grassland,3.244390597,17.73054506,21.50764077,1.715653846,1.369941795,4,-1.410914791
480,39826,27,Diao,3,Q29,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,7,grassland,4.72293478,19.59936166,25.29701663,2.77411997,1.784868119,4,-0.318615347
480,39826,27,Diao,3,Q30,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,8,grassland,3.748796974,16.98318653,29.24140744,2.218067285,1.571999832,4,1.833810474
480,39826,27,Diao,3,Q31,BBL,China,Shanxi,Youyu Loess Plateau Grassland Ecosystem Location Observation and Research Station,,2005,2,39.983333,112.316667,1348,None,,,,Leymus secalinus,Temperate,grassland,management,Deciduous,,Sandy saline alkali ,Dry,,,,,,4.7,435,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,9,grassland,1.907951808,12.73182857,22.8555717,1.064039468,0.862104207,4,0.116296406
480,39826,82,Zheng,3,Q72,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,8,Forests,5.45718968,,,,,3,0.190561639
480,39826,82,Zheng,3,Q73,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,9,Forests,3.887958632,,,,,3,1.587660569
480,39826,82,Zheng,3,Q74,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,10,Forests,3.280574067,,,,,3,0.19771602
480,39826,82,Zheng,3,Q75,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,11,Forests,2.085390647,,,,,3,-1.133254422
480,39826,82,Zheng,3,Q76,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,12,Forests,2.048814827,,,,,3,1.601523829
480,39826,82,Zheng,3,Q77,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,1,Forests,1.08610867,,,,,3,-0.547684667
480,39826,82,Zheng,3,Q78,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,3,Forests,1.170721891,,,,,3,-1.749811177
480,39826,82,Zheng,3,Q79,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,4,Forests,2.450575875,,,,,3,-2.040919642
480,39826,82,Zheng,3,Q80,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,5,Forests,4.144059702,,,,,3,-2.275859616
480,39826,82,Zheng,3,Q81,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,6,Forests,3.704372622,,,,,3,1.188576445
480,39826,82,Zheng,3,Q82,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,7,Forests,5.365571387,,,,,3,-1.520461388
480,39826,82,Zheng,3,Q83,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,8,Forests,4.42690521,,,,,3,-0.720775457
480,39826,82,Zheng,3,Q84,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,9,Forests,3.688486784,,,,,3,-0.566457771
480,39826,82,Zheng,3,Q85,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,10,Forests,2.709826247,,,,,3,0.542095926
480,39826,82,Zheng,3,Q86,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,11,Forests,2.804234115,,,,,3,-0.787694058
480,39826,82,Zheng,3,Q87,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,12,Forests,2.487267721,,,,,3,-0.82301334
480,39826,82,Zheng,3,Q88,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,1,Forests,2.026211969,,,,,3,1.166251559
480,39826,82,Zheng,3,Q89,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2,Forests,1.37585711,,,,,3,0.06981552
480,39826,82,Zheng,3,Q90,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,3,Forests,0.93137395,,,,,3,0.755457253
480,39826,82,Zheng,3,Q91,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,5,Forests,1.333363915,,,,,3,1.206492144
480,39826,82,Zheng,3,Q92,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,6,Forests,2.968136309,,,,,3,-0.336322002
480,39826,82,Zheng,3,Q93,BBL,China,Hunan,Hunan Botanical Garden,,2010,3,28.1,113.033333,46,None,,,,Cinnamomum camphora,Subtropical,forests,management,Deciduous,,red soil,wet,,,,,,17.2,1200,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,7,Forests,3.652596822,,,,,3,0.320905429
480,39826,23,Fu,3,Q03,BBL,China,Jilin,Jilin Songnen Grassland Ecosystem National Field Scientific Observation and Research Station,,2019,2,44.5,123.516667,138,None,,,,Leymus chinensis,Temperate,grassland,,,,Salinized meadow soil ,dry,,,,,,4.6,688,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,5,grassland,1.089414669,9.109090909,12.78261521,0.285457291,0.803957377,4,-0.006664154
