Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,year,Juliday,month,ecosystems,total Soil respiration,soil temperature,soil MOSITURE (%WHC),Root respiration,Rh,Ecosystems,SPEI,,,
480,39826,107,Jiao,3,Q04,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,12,Forests,0.390243902,,,,0.130081301,3,1.675470617,,,
480,39826,107,Jiao,3,Q05,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,1,Forests,0.666666667,,,,0.377235772,3,0.736273864,,,
480,39826,107,Jiao,3,Q06,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,2,Forests,3.447154472,,,,2.43902439,3,1.977015882,,,
480,39826,107,Jiao,3,Q07,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,3,Forests,5.138211382,,,,3.425474255,3,2.349984594,,,
480,39826,107,Jiao,3,Q08,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,4,Forests,3.295392954,,,,2.493224932,3,1.367233147,,,
480,39826,107,Jiao,3,Q09,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,5,Forests,0.715447154,,,,0.422764228,3,1.783410016,,,
480,39826,107,Jiao,3,Q10,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,6,Forests,0.390243902,,,,0.06504065,3,-1.63217557,,,
480,39826,107,Jiao,3,Q11,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,7,Forests,0.617886179,,,,0.325203252,3,-0.387736818,,,
480,39826,107,Jiao,3,Q12,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,8,Forests,4.27100271,,,,2.926829268,3,-0.040061734,,,
480,39826,107,Jiao,3,Q13,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,9,Forests,5.441734417,,,,3.859078591,3,-2.047192627,,,
480,39826,107,Jiao,3,Q14,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,10,Forests,1.734417344,,,,1.279132791,3,-0.105975546,,,
480,39826,108,Jiao,4,Q03,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,5,Forests,1.358339735,8.87509863,48.51876207,,,3,-0.300255284,,,
480,39826,108,Jiao,4,Q04,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,6,Forests,2.677099744,16.156269,46.23842095,,,3,0.294026222,,,
480,39826,108,Jiao,4,Q05,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,7,Forests,3.51803872,17.36214412,47.79178684,,,3,1.440968801,,,
480,39826,108,Jiao,4,Q06,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,8,Forests,2.606012473,18.36881864,49.53808076,,,3,0.894766548,,,
480,39826,108,Jiao,4,Q07,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,9,Forests,1.614045595,13.00075024,47.54526767,,,3,-1.035675103,,,
480,39826,108,Jiao,4,Q08,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,10,Forests,0.781829781,9.42548733,48.7158842,,,3,0.604024424,,,
480,39826,108,Jiao,4,Q09,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,5,Forests,2.100719986,12.22496734,48.83098861,,,3,1.620339746,,,
480,39826,108,Jiao,4,Q10,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,6,Forests,2.463447342,16.31860456,49.52239177,,,3,-0.66960122,,,
480,39826,108,Jiao,4,Q11,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,7,Forests,2.945695054,17.7236803,50.59716563,,,3,-0.561677206,,,
480,39826,108,Jiao,4,Q12,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,8,Forests,2.312549637,17.73402838,47.1667124,,,3,-1.346015426,,,
480,39826,108,Jiao,4,Q13,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,9,Forests,1.838764696,13.95988824,42.77783243,,,3,-0.422952435,,,
480,39826,108,Jiao,4,Q14,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,10,Forests,1.205489083,8.79102045,44.81103304,,,3,-0.681583159,,,
480,39826,108,Jiao,4,Q15,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,5,Forests,1.528506516,10.79369802,41.09367314,,,3,0.856245206,,,
480,39826,108,Jiao,4,Q16,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,6,Forests,2.329605375,14.78838169,45.23479125,,,3,-0.103695452,,,
480,39826,108,Jiao,4,Q17,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,7,Forests,2.612522296,15.99393344,49.28068804,,,3,-1.03944795,,,
480,39826,108,Jiao,4,Q18,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,8,Forests,3.373781036,19.7894165,43.83753864,,,3,0.25182691,,,
480,39826,108,Jiao,4,Q19,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,9,Forests,2.18274376,13.92334657,44.04972842,,,3,-0.895183297,,,
480,39826,108,Jiao,4,Q20,BBL,China,Jilin,Jiaohe,,2013,3,43.8747,127.6894,459,None,,,,Quercus mongolica,Temperate,forest,,,,brown forest soil,Dry,,,,,,3.8,700,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,10,Forests,1.270717513,8.95367939,40.14068317,,,3,0.141356881,,,
480,39826,109,Wang,3,Q03,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,5,Forests,2.939189189,8.503401361,0.441666667,,,3,0.581981358,,,
480,39826,109,Wang,3,Q04,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,6,Forests,4.662162162,13.7755102,0.347222222,,,3,-1.94747672,,,
480,39826,109,Wang,3,Q05,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,7,Forests,5.709459459,16.66666667,0.416666667,,,3,0.148276107,,,
480,39826,109,Wang,3,Q06,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,8,Forests,4.763513514,17.17687075,0.366666667,,,3,-0.631555367,,,
480,39826,109,Wang,3,Q07,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,9,Forests,3.074324324,13.26530612,0.369444444,,,3,-0.775200974,,,
480,39826,109,Wang,3,Q08,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,10,Forests,2.297297297,7.993197279,0.369444444,,,3,-1.50202598,,,
480,39826,109,Wang,3,Q09,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,4,Forests,1.756756757,0.680272109,0.616666667,,,3,1.579684893,,,
480,39826,109,Wang,3,Q10,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,5,Forests,1.824324324,4.081632653,0.488888889,,,3,0.100032964,,,
480,39826,109,Wang,3,Q11,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,6,Forests,2.702702703,9.863945578,0.466666667,,,3,0.38946318,,,
480,39826,109,Wang,3,Q12,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,7,Forests,4.121621622,14.28571429,0.494444444,,,3,0.446288361,,,
480,39826,109,Wang,3,Q13,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,8,Forests,4.662162162,15.6462585,0.527777778,,,3,-0.231039868,,,
480,39826,109,Wang,3,Q14,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,9,Forests,3.851351351,14.96598639,0.516666667,,,3,-0.802193854,,,
480,39826,109,Wang,3,Q15,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Quercus mongolica Fisch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,10,Forests,1.148648649,4.761904762,0.388888889,,,3,-1.085375768,,,
480,39826,109,Wang,3,Q15,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,5,Forests,3.243243243,8.503401361,0.441666667,,,3,0.581981358,,,
480,39826,109,Wang,3,Q16,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,6,Forests,5.439189189,13.7755102,0.347222222,,,3,-1.94747672,,,
480,39826,109,Wang,3,Q17,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,7,Forests,5,16.66666667,0.416666667,,,3,0.148276107,,,
480,39826,109,Wang,3,Q18,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,8,Forests,5.337837838,17.17687075,0.366666667,,,3,-0.631555367,,,
480,39826,109,Wang,3,Q19,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,9,Forests,3.243243243,13.26530612,0.369444444,,,3,-0.775200974,,,
480,39826,109,Wang,3,Q20,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,10,Forests,2.635135135,7.993197279,0.369444444,,,3,-1.50202598,,,
480,39826,109,Wang,3,Q21,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,11,Forests,1.621621622,0.680272109,0.616666667,,,3,1.034706957,,,
480,39826,109,Wang,3,Q22,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,4,Forests,1.621621622,4.081632653,0.488888889,,,3,1.579684893,,,
480,39826,109,Wang,3,Q23,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,5,Forests,2.297297297,9.863945578,0.466666667,,,3,0.100032964,,,
480,39826,109,Wang,3,Q24,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,6,Forests,3.986486486,14.28571429,0.494444444,,,3,0.38946318,,,
480,39826,109,Wang,3,Q25,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,7,Forests,3.851351351,15.6462585,0.527777778,,,3,0.446288361,,,
480,39826,109,Wang,3,Q26,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,8,Forests,4.391891892,14.96598639,0.516666667,,,3,-0.231039868,,,
480,39826,109,Wang,3,Q27,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,9,Forests,2.094594595,4.761904762,0.388888889,,,3,-0.802193854,,,
480,39826,109,Wang,3,Q28,BBL,China,Heilongjiang,Maoershan,SRDB,2004,1.5,45.37,127.53,300,None,,,,Pinus koraiensis,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,10,Forests,0.878378378,,,,,3,-1.085375768,,,
3080,40018,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,7,Cropland,398.2027479,28.88235294,87.46594869,,,1,0.382251442,,,
3081,40019,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,8,Cropland,106.9276507,25.56862745,68.96130292,,,1,0.972300368,,,
3082,40020,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,9,Cropland,149.2946716,16.94117647,104.2561504,,,1,-0.951182009,,,
3083,40021,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,10,Cropland,166.7333697,14.11764706,88.89557597,,,1,-1.770835318,,,
3084,40022,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,11,Cropland,107.1958334,4.705882353,79.23292155,,,1,0.165748426,,,
3085,40023,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,12,Cropland,29.54252052,7.058823529,57.22468588,,,1,0.494966759,,,
3086,40024,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,1,Cropland,36.17218869,10.19607843,72.09059233,,,1,0.06080383,,,
3087,40025,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,2,Cropland,56.20822794,19.92156863,83.4047795,,,1,1.554152359,,,
3088,40026,114,Du,,SRDB,BBL,China,Hubei,,CN-XIN-CRO,2004.5,1.5,30.03,114.37,,None,,,,Oryza sativa,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,1.37,,59,34,6,16.8,577,,,,IRGA,25,,314,,7,1,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,3,Cropland,130.1046924,25.41176471,79.43564566,,,1,-1.375367176,,,
